query	pmid	title	journal	pubdate
(Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL]) AND (Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL])	30753824	Antitumor Responses in the Absence of Toxicity in Solid Tumors by Targeting B7-H3 via Chimeric Antigen Receptor T Cells.	Cancer cell	2019
(Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL]) AND (Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL])	30617136	Eradication of Neuroblastoma by T Cells Redirected with an Optimized GD2-Specific Chimeric Antigen Receptor and Interleukin-15.	Clinical cancer research : an official journal of the American Association for Cancer Research	2019
(Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL]) AND (Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL])	30087115	CD30-Redirected Chimeric Antigen Receptor T Cells Target CD30+ and CD30- Embryonal Carcinoma via Antigen-Dependent and Fas/FasL Interactions.	Cancer immunology research	2018
(Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL]) AND (Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL])	29491184	Constitutive and TNFα-inducible expression of chondroitin sulfate proteoglycan 4 in glioblastoma and neurospheres: Implications for CAR-T cell therapy.	Science translational medicine	2018
(Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL]) AND (Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL])	28725044	Cord blood NK cells engineered to express IL-15 and a CD19-targeted CAR show long-term persistence and potent antitumor activity.	Leukemia	2018
(Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL]) AND (Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL])	28602436	CAR T Cells Administered in Combination with Lymphodepletion and PD-1 Inhibition to Patients with Neuroblastoma.	Molecular therapy : the journal of the American Society of Gene Therapy	2017
(Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL]) AND (Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL])	28187946	Inducible Caspase-9 Selectively Modulates the Toxicities of CD19-Specific Chimeric Antigen Receptor-Modified T Cells.	Molecular therapy : the journal of the American Society of Gene Therapy	2017
(Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL]) AND (Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL])	27207792	Utilizing cell-based therapeutics to overcome immune evasion in hematologic malignancies.	Blood	2016
(Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL]) AND (Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL])	26797495	Chimeric antigen receptor-redirected T cells return to the bench.	Seminars in immunology	2016
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	35862771	A Multitrait Locus Regulates Sarbecovirus Pathogenesis.	mBio	2022
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33184236	SARS-CoV-2 D614G variant exhibits efficient replication ex vivo and transmission in vivo.	Science (New York, N.Y.)	2020
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33046644	Swine acute diarrhea syndrome coronavirus replication in primary human cells reveals potential susceptibility to infection.	Proceedings of the National Academy of Sciences of the United States of America	2020
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32668216	Remdesivir Inhibits SARS-CoV-2 in Human Lung Cells and Chimeric SARS-CoV Expressing the SARS-CoV-2 RNA Polymerase in Mice.	Cell reports	2020
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	29976657	Combination Attenuation Offers Strategy for Live Attenuated Coronavirus Vaccines.	Journal of virology	2018
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	29152578	Middle East Respiratory Syndrome Coronavirus Nonstructural Protein 16 Is Necessary for Interferon Resistance and Viral Pathogenesis.	mSphere	2017
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	28659436	Broad-spectrum antiviral GS-5734 inhibits both epidemic and zoonotic coronaviruses.	Science translational medicine	2017
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL])	35862771	A Multitrait Locus Regulates Sarbecovirus Pathogenesis.	mBio	2022
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL])	33184236	SARS-CoV-2 D614G variant exhibits efficient replication ex vivo and transmission in vivo.	Science (New York, N.Y.)	2020
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL])	32668216	Remdesivir Inhibits SARS-CoV-2 in Human Lung Cells and Chimeric SARS-CoV Expressing the SARS-CoV-2 RNA Polymerase in Mice.	Cell reports	2020
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	32668216	Remdesivir Inhibits SARS-CoV-2 in Human Lung Cells and Chimeric SARS-CoV Expressing the SARS-CoV-2 RNA Polymerase in Mice.	Cell reports	2020
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	31233808	Broad spectrum antiviral remdesivir inhibits human endemic and zoonotic deltacoronaviruses with a highly divergent RNA dependent RNA polymerase.	Antiviral research	2019
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	29511076	Coronavirus Susceptibility to the Antiviral Remdesivir (GS-5734) Is Mediated by the Viral Polymerase and the Proofreading Exoribonuclease.	mBio	2018
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	29435493	Conformational Occlusion of Blockade Antibody Epitopes, a Novel Mechanism of GII.4 Human Norovirus Immune Evasion.	mSphere	2018
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	28659436	Broad-spectrum antiviral GS-5734 inhibits both epidemic and zoonotic coronaviruses.	Science translational medicine	2017
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	26976607	SARS-like WIV1-CoV poised for human emergence.	Proceedings of the National Academy of Sciences of the United States of America	2016
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	33046644	Swine acute diarrhea syndrome coronavirus replication in primary human cells reveals potential susceptibility to infection.	Proceedings of the National Academy of Sciences of the United States of America	2020
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	31233808	Broad spectrum antiviral remdesivir inhibits human endemic and zoonotic deltacoronaviruses with a highly divergent RNA dependent RNA polymerase.	Antiviral research	2019
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	29511076	Coronavirus Susceptibility to the Antiviral Remdesivir (GS-5734) Is Mediated by the Viral Polymerase and the Proofreading Exoribonuclease.	mBio	2018
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	29152578	Middle East Respiratory Syndrome Coronavirus Nonstructural Protein 16 Is Necessary for Interferon Resistance and Viral Pathogenesis.	mSphere	2017
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	28659436	Broad-spectrum antiviral GS-5734 inhibits both epidemic and zoonotic coronaviruses.	Science translational medicine	2017
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	26976607	SARS-like WIV1-CoV poised for human emergence.	Proceedings of the National Academy of Sciences of the United States of America	2016
(Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	24043791	Reverse genetics with a full-length infectious cDNA of the Middle East respiratory syndrome coronavirus.	Proceedings of the National Academy of Sciences of the United States of America	2013
(Hoadley Katherine [AUTH] University of North Carolina [AFFL] OR Hoadley K [AUTH] University of North Carolina [AFFL]) AND (Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL])	36860655	Landscape of Genetic Alterations Underlying Hallmark Signature Changes in Cancer Reveals TP53 Aneuploidy-driven Metabolic Reprogramming.	Cancer research communications	2023
